Data;Usuário;Nome;Tweet
2022-03-13 23:50:50+00:00;lwtsbrve;ؘ;o harry assim na fic quando o louis começou a falar um monte de putaria sendo que ele achava que o louis era um anjinho https://t.co/siVoKOUaj2
2022-03-13 23:50:50+00:00;CHANIV3RSE;hano lendo manhwa;queria fazer uma fanfic ou au d horror....
2022-03-13 23:50:49+00:00;azvdocarzx_;gabriel;todo dia ouvindo fic da mina que acha que é odiada por todo o raízes #fénasmalucahss
2022-03-13 23:50:32+00:00;knjcrwb;larita;vivendo ou fanficando??
2022-03-13 23:50:31+00:00;househarkne;mah! 🧸;@romanoffbishop é mesmo meu lado fic sonha
2022-03-13 23:50:03+00:00;erik_arjsx;erik alternativo;@LoveEPeters @nacaomarveI Em pleno 2022 vcs ainda tão com essa fic? kkhhkkk jss
2022-03-13 23:50:02+00:00;SrFooxosTiti;Sr F, só q jojo;@Pq__Youtoba carai o cara ta tão famoso q tem até fanfic
2022-03-13 23:50:01+00:00;renHorandog;ren 💬 || namo da liv&Ju;@labruxamorgana A vida é tão boa qnd se tem uma fic como essa
2022-03-13 23:49:56+00:00;fruityflux;alison 🪸 classic who s2;@sessao_datardis agora sim, vou tentar investigar mas já comecei a fanficar ela como companion
2022-03-13 23:49:47+00:00;depressivoefeio;Trevo de Catrofoia;@caroliscp Respeita a fanfic de um escritor hahahahahahanqokqksodkqoansjqoq
2022-03-13 23:49:42+00:00;kookvcut;amanda 🐂;espero terminar essa fic hoje
